# qstring	previous	current	probability
01 i_	區	綠	-1.580601
01 if	曲	浩	-1.009709
01 k0	區	朱	-1.612007
01 kK	區	巡	-1.700000
01 kO	屈	武	-1.700000
01 kOtO	區	五谷	-1.700000
01 l0ad	區	初賽	-1.309204
01 lOha	屈	補貨	-1.700000
01 lZ	區	錦	-1.089215
01 lj	曲	韻	-1.580601
01 mO	區	埔	-1.447413
01 n?]_	趨	直入	-1.700000
01 nq0_	區	的是	-1.700000
01 o_	區	旭	-1.700000
01 oa	趨	弱	-1.650445
01 oa0_	區	弱勢	-1.211959
01 p=	區	青	-1.364804
01 p?QE	區	石材	-1.700000
01 pa	曲	作	-1.700000
01 paDY	區	坐滿	-1.700000
01 ph	區	岸	-1.650445
01 qO	區	土	-1.700000
01 qlkM	區	共榮	-1.334770
01 rA	屈	伯	-1.315248
01 r\	瞿	穎	-1.531045
01 rq	區	个	-1.700000
01 sT	區	乃	-1.650445
01 sT	瞿	乃	-1.650445
01 t2	區	托	-1.612007
01 t:	區	鳶	-1.461201
01 tO	區	谷	-1.476190
01 tO	曲	谷	-1.650445
01 u[	曲	獎	-1.650445
01 uh	區	淡	-1.531045
01 v4cf	區	街道	-1.700000
01 vH	區	留	-1.650445
01 wI	區	研	-1.612007
01 wI	趨	嚴	-1.286946
01 wInq	趨	嚴的	-1.700000
01 wf	區	廟	-1.531045
01 x@	區	茶	-1.700000
01 x@x@	區	查察	-1.650445
01 x\	区	町	-1.700000
01 xg	區	壽	-1.303364
01 ySnH	區	也由	-1.700000
01 zJ	區	臣	-1.364804
01 zJ	屈	臣	-1.226029
01 zJ	曲	辰	-1.700000
01 zJ0_	屈	臣仕	-1.612007
01 zJ`l	區	陳姓	-1.700000
01 zg	曲	奏	-1.700000
01 {J3>	区	神宮	-1.612007
01 {J3>	區	神宮	-1.531045
01 {h	驅	漢	-1.612007
01 |J	區	仁	-1.580601
01 |J	曲	仁	-1.554047
01 |J6C	區	仁和	-1.580601
01 |O	祛	暑	-1.700000
01 |_5_	區	大義	-1.510756
01 |_g6	區	大埤	-1.434648
01 |_gI	區	大潭	-1.700000
01 |_|J	區	大仁	-1.554047
01 |f	區	廖	-1.411646
01 }O	區	汝	-1.650445
01 }O	瞿	汝	-1.650445
01 }g	瞿	佑	-1.700000
01 ~=u?	區	東移	-1.700000
01 ~L	曲	蓬	-0.992817
01 ~\	曲	頸	-1.650445
0101 5_TJ	區區	議員	-1.612007
0101 F0ec	區區	一介	-1.650445
010_ 2@3@	趨勢	及其	-1.650445
010_ 2f	趨勢	為	-1.554047
010_ 7:	趨勢	單	-1.700000
010_ UO	趨勢	已	-1.554047
010_ m_	趨勢	劇	-1.364804
010_ }QIP?1	趨勢	我把它	-1.700000
012@ 0_	區級	市	-1.650445
013>CR 2f	區公所	為	-1.170177
013>CR 3>K_	區公所	工務	-1.063136
013>CR 5_	區公所	役	-1.349133
013>CR A0	區公所	施	-1.612007
013>CR EYRl	區公所	反映	-1.580601
013>CR Ei	區公所	現	-1.612007
013>CR FM	區公所	明	-1.700000
013>CR Kb	區公所	社	-1.531045
013>CR U3	區公所	刻	-1.700000
013>CR UO	區公所	已	-1.492607
013>CR WlR@	區公所	訂於	-1.612007
013>CR ];	區公所	今	-1.276810
013>CR aJ=_	區公所	全力	-1.510756
013>CR l0	區公所	初	-1.700000
013>CR v4	區公所	皆	-1.650445
013@ s\	曲奇	餅	-1.476190
013e 2f	區塊	為	-1.364804
013e 3>	區塊	供	-1.700000
013e \_	區塊	數	-1.700000
013e ]O	區塊	裡	-1.447413
013e _`	區塊	化	-1.108472
013e m_	區塊	聚	-1.554047
013e?i 2f	區塊鏈	為	-1.554047
013e?i 3>	區塊鏈	公	-1.580601
013e?i 4L	區塊鏈	長	-1.580601
013e?i 89	區塊鏈	週	-1.554047
013e?i A_	區塊鏈	技	-1.411646
013e?i A__`	區塊鏈	計劃	-1.650445
013e?i BkKZ	區塊鏈	帳本	-1.700000
013e?i Qd6_	區塊鏈	代幣	-1.700000
013e?i ]O	區塊鏈	裡	-1.650445
013e?i _`	區塊鏈	化	-1.434648
013e?i lI	區塊鏈	函	-1.554047
013e?iA_\_ 2f	區塊鏈技術	為	-1.531045
013e?iA_\_ pa	區塊鏈技術	作	-1.700000
014C 2f	區隔	為	-1.580601
014C _`	區隔	化	-1.476190
015C ]O	軀殼	裡	-1.612007
015_=f 5_4@	區議會	議席	-1.650445
015_=f 5_TJ	區議會	議員	-1.382044
016T 03	曲解	説	-1.700000
016T 2f	曲解	為	-1.700000
016i Kb2@	驅散	射擊	-1.554047
01?; 5_O@	區分	異族	-1.700000
01?; ?1	區分	它	-1.554047
01?; ?1nq	區分	它的	-1.612007
01?; CE^:	區分	臺灣	-1.612007
01?; ecEi	區分	界線	-1.650445
01?; nq0_	區分	的是	-1.700000
01Ei 2f	曲線	為	-1.476190
01Ei 6_S_	曲線	畢露	-1.612007
01Ei EM	曲線	瓶	-1.401203
01Ei cG	曲線	槽	-1.650445
01Ei g6	曲線	杯	-1.650445
01Ei h<B8	曲線	相交	-1.650445
01Ei kG	曲線	條	-1.700000
01Ei parF	曲線	做為	-1.700000
01Ei xU|J	曲線	美人	-1.650445
01GK 5_	驅蚊	液	-1.700000
01GK B_	驅蚊	器	-1.650445
01JY B_	驅趕	器	-1.700000
01K@ 0i	驅逐	戰	-1.700000
01K@ 7f	驅逐	隊	-1.612007
01K@ TJ	驅逐	原	-1.700000
01K@Ci A__`	驅逐艦	計劃	-1.650445
01KD _`	區別	化	-1.650445
01KP @@	區碼	巿	-1.580601
01K_ IJ	曲沃	桓	-1.612007
01K_ Qd	曲沃	代	-1.700000
01K_ kO	曲沃	武	-1.700000
01KloO Z_	區政府	駐	-1.700000
01NX BY	區有	板	-1.700000
01NX q[01	區有	兩區	-1.700000
01O_ Ei=M	曲阜	縣城	-1.700000
01Q= 2f	曲風	為	-1.580601
01R@ oa0_	趨於	弱勢	-1.554047
01Ri 2f	區段	為	-1.612007
01Ri 78	區段	標	-1.030783
01Ri k\Ci	區段	整建	-1.422763
01Sl \_	祛病	術	-1.650445
01T: 2f	區間	為	-1.292247
01T: =M	區間	乘	-1.612007
01T: J`	區間	價	-1.612007
01T: ]O	區間	裡	-1.650445
01T:[3 L_}i	區間車	部份	-1.580601
01T:[3 O_	區間車	復	-1.580601
01TJ 3>	屈原	宮	-1.650445
01TJ O_	屈原	賦	-1.554047
01TJ jP	屈原	賈	-1.650445
01XD 6_	驅邪	避	-1.447413
01XD K@	驅邪	逐	-1.700000
01XD \_	驅邪	術	-1.382044
01[O ]O	軀體	裡	-1.531045
01\e ;:	區內	柑	-1.700000
01\e A_[K	區內	既存	-1.650445
01\e Cb]O	區內	各里	-1.492607
01\e DkNX	區內	尚有	-1.700000
01\e UO	區內	已	-1.650445
01\e m_	區內	具	-1.700000
01\e nq0_	區內	的是	-1.650445
01\e oa0_	區內	弱勢	-1.461201
01\e vH	區內	留	-1.612007
01]_ Ve	屈辱	倍	-1.700000
01]_ u[	屈辱	獎	-1.700000
01_` Ci}^	區劃	建制	-1.700000
01_j{H 7f	曲棍球	隊	-1.580601
01_j{H ph	曲棍球	案	-1.510756
01a_ 0J	區域	聯	-1.650445
01a_ 0\	區域	網	-1.154968
01a_ 1U	區域	採	-1.700000
01a_ 1g	區域	較	-1.510756
01a_ 2f	區域	為	-1.114120
01a_ 5_	區域	易	-1.650445
01a_ 5_TJ	區域	議員	-1.422763
01a_ :_a_	區域	地域	-1.700000
01a_ =f_f	區域	會報	-1.700000
01a_ ?iVD	區域	鏈結	-1.700000
01a_ EMCE	區域	平臺	-1.580601
01a_ Ei\e	區域	線內	-1.700000
01a_ Klo=	區域	政經	-1.650445
01a_ PYWY	區域	展演	-1.580601
01a_ Q=	區域	封	-1.650445
01a_ QMRd	區域	型態	-1.700000
01a_ R0	區域	積	-1.554047
01a_ \ef<	區域	內將	-1.700000
01a_ ]O	區域	裡	-1.281804
01a_ ecEi	區域	界線	-1.700000
01a_ g:	區域	觀	-1.612007
01a_ m_	區域	拒	-1.492607
01a_ p?J`	區域	實價	-1.650445
01a_ qlkM	區域	共榮	-1.422763
01a_ v4	區域	皆	-1.554047
01a_ |JQM	區域	人行	-1.700000
01a_6Cpa EMCE	區域合作	平臺	-1.650445
01a_\e 2f	區域內	為	-1.700000
01a_`l R0	區域性	基	-1.700000
01a_`l cG	區域性	槽	-1.700000
01a_`l lZ	區域性	緊	-1.612007
01b[ 0=	區長	莊	-1.292247
01b[ 0_	區長	室	-1.328014
01b[ 2f	區長	為	-1.434648
01b[ 9>	區長	鍾	-1.356790
01b[ <@	區長	巫	-1.157411
01b[ A0	區長	施	-1.192800
01b[ A:	區長	粘	-1.700000
01b[ A__k	區長	冀望	-1.700000
01b[ Kl	區長	鄭	-1.411646
01b[ Lj	區長	晉	-1.650445
01b[ PL=_	區長	王立	-1.510756
01b[ T0	區長	溪	-1.700000
01b[ U3	區長	柯	-1.411646
01b[ ];	區長	今	-1.510756
01b[ cf	區長	道	-1.531045
01b[ dM	區長	洪	-1.510756
01b[ k0	區長	朱	-1.297716
01b[ n?K_	區長	職務	-1.650445
01b[ tO	區長	古	-1.650445
01b[ vHCM	區長	劉盈	-1.700000
01b[ |J0_	區長	人事	-1.510756
01b[ |f	區長	廖	-1.181117
01f< _;01	曲江	新區	-1.700000
01gH 5_	曲軸	易	-1.612007
01gH D8	曲軸	銷	-1.612007
01gH HF	曲軸	培	-1.700000
01gH QM=M	曲軸	行程	-1.650445
01gH h<	曲軸	箱	-1.341802
01gH h<]O	曲軸	箱裡	-1.650445
01iM >J	驅蟲	丸	-1.700000
01i_ S<BL	曲率	張量	-1.612007
01lj 1g	區運	校	-1.580601
01ml 2f	驅動	為	-1.554047
01ml CE^:	驅動	臺灣	-1.447413
01ml=M0_ ec:i	驅動程式	介面	-1.700000
01tA 9j	驅魔	陣	-1.510756
01tA _M|J	驅魔	同人	-1.700000
01tA `f	驅魔	炮	-1.700000
01tA `f	驅魔	砲	-1.700000
01tA u?0_	驅魔	儀式	-1.612007
01tA zJLj	驅魔	沈浸	-1.650445
01vH \_	曲流	數	-1.700000
01zJ0_ 0_	屈臣氏	試	-1.531045
01zJ0_ 0_~l	屈臣氏	試用	-1.612007
01zJ0_ 2@	屈臣氏	即	-1.700000
01zJ0_ T0nH	屈臣氏	吸油	-1.700000
01zJ0_ ]O	屈臣氏	裡	-1.650445
01zJ0_ g5J`	屈臣氏	開架	-1.510756
01}? `d	驅離	蔡	-1.700000
01~0 :_	屈居	第	-1.554047
01~0 oa0_	屈居	弱勢	-1.700000
03 0JKl	說	廉政	-1.700000
03 0W	說	保	-1.580601
03 0_w[	說	是想	-1.612007
03 0i	說	戰	-1.612007
03 1_=_	說	日立	-1.650445
03 1g	説	教	-1.580601
03 1g\O	說	叫你	-1.650445
03 1g}Q\y	說	叫我們	-1.650445
03 2_UO	說	自已	-1.382044
03 2f	說	為	-1.267238
03 3>0_	說	公視	-1.580601
03 3>tO	說	公股	-1.700000
03 3@=M	說	期程	-1.700000
03 4L	說	長	-1.391357
03 4enq	說	壞的	-1.700000
03 5_3@	說	一期	-1.700000
03 5_NX	說	一有	-1.700000
03 5_|J	說	一人	-1.554047
03 6J	說	賢	-1.700000
03 6h	說	溜	-1.334770
03 78	說	標	-1.612007
03 896h	說	週六	-1.650445
03 :<	說	軍	-1.612007
03 :_G:A_	說	第三季	-1.612007
03 :hIP?1	說	就把它	-1.700000
03 :h|J	說	舊人	-1.700000
03 :i	說	麵	-1.554047
03 :j	說	趁	-1.531045
03 ;;	說	恩	-1.612007
03 ;fCE	說	櫃檯	-1.650445
03 <@11	說	無須	-1.700000
03 <C	說	什	-1.411646
03 <Ck@0_	說	甚麼是	-1.700000
03 <i	說	電	-1.531045
03 <if<	說	電漿	-1.580601
03 =@8i	說	不便	-1.700000
03 =M0_	說	程式	-1.580601
03 =MaM	說	乘龍	-1.700000
03 =_	說	立	-1.700000
03 =_	說	莉	-1.700000
03 =f2P	說	會與	-1.700000
03 =f7f	說	會對	-1.700000
03 >@	說	朴	-1.650445
03 >K	說	秦	-1.700000
03 ?1	説	她	-1.650445
03 ?10_F0Cb	說	它是一個	-1.341802
03 ?1D;	說	她跟	-1.650445
03 ?1nqF0^=	說	她的一生	-1.700000
03 ?;3@	說	分期	-1.580601
03 ?Pqq	說	娶了	-1.700000
03 @@	説	服	-1.580601
03 A0	說	詩	-1.612007
03 A0O_	說	師父	-1.700000
03 A_l0	說	寄出	-1.580601
03 A_qa	說	寄錯	-1.650445
03 B@=_	說	圖利	-1.612007
03 BY	說	板	-1.510756
03 BYzO	說	板主	-1.447413
03 B__`	說	氣話	-1.650445
03 C:	說	刪	-1.401203
03 CE	說	臺	-1.218851
03 CE6_	說	臺幣	-1.700000
03 CE9>0_	說	臺中市	-1.510756
03 CE^:|J	說	臺灣人	-1.447413
03 CEhI0_	說	臺南市	-1.650445
03 CEvU0_	說	臺北市	-1.391357
03 CEwT	說	臺海	-1.510756
03 CE~=	說	臺東	-1.650445
03 Db@@	說	客服	-1.531045
03 E0	說	私	-1.612007
03 E<?1	說	幫她	-1.700000
03 Em0_	說	二是	-1.700000
03 F0V_	說	醫護	-1.700000
03 F0Wk	說	一項	-1.580601
03 FW	說	錶	-1.650445
03 G:rF	說	三圍	-1.700000
03 G@|J	說	湖人	-1.341802
03 H:	說	菸	-1.700000
03 HF	說	裴	-1.580601
03 IbBY	說	這版	-1.650445
03 IbCbtf	說	這個要	-1.292247
03 Ibpa	說	這座	-1.700000
03 Ibx40_	說	這些是	-1.476190
03 KZ4@	說	本席	-1.382044
03 Kl	說	鄭	-1.434648
03 KlQ=	說	政風	-1.650445
03 L7	說	歸	-1.271958
03 L9	說	邱	-1.580601
03 LP}^	說	法制	-1.700000
03 L_M9	說	不修	-1.580601
03 L_[1	說	不加	-1.650445
03 L_p?	說	不實	-1.700000
03 L_x@	說	不查	-1.650445
03 Ld?1	說	愛他	-1.650445
03 Lj3M	說	進藤	-1.700000
03 Lj=1	說	禁伐	-1.650445
03 Ljqq	說	盡了	-1.612007
03 M@	說	熟	-1.580601
03 MPn_	說	打去	-1.650445
03 Ml	說	剩	-1.461201
03 NJ	說	船	-1.650445
03 NOcf	說	只到	-1.612007
03 NXE<	說	有幫	-1.650445
03 NXcf	說	有到	-1.580601
03 NXn_	說	有去	-1.492607
03 O_	說	附	-1.650445
03 O_Ei	說	付現	-1.700000
03 PO	說	史	-1.554047
03 QM	說	刑	-1.700000
03 QM=M	說	行程	-1.700000
03 QW	說	腳	-1.531045
03 R0yg	說	雞肉	-1.650445
03 R;	說	濱	-1.700000
03 RV	說	尾	-1.650445
03 Ri	說	斷	-1.476190
03 SWVe	說	小貝	-1.700000
03 T:	說	監	-1.700000
03 TJ	說	原	-1.356790
03 UOVe	說	已被	-1.700000
03 V3	說	喝	-1.580601
03 VD	說	結	-1.650445
03 VOpa	說	比做	-1.700000
03 W7	說	崔	-1.700000
03 Wd	說	嗨	-1.700000
03 Wl2f	說	訂位	-1.700000
03 X[|J	說	擋人	-1.700000
03 Yc	說	葉	-1.492607
03 Ye	說	廢	-1.650445
03 ZX	說	久	-1.554047
03 ZXJ`	說	酒駕	-1.554047
03 [j	說	囤	-1.580601
03 \OLd	說	妳愛	-1.580601
03 \Opa	說	你做	-1.700000
03 ];	說	今	-1.341802
03 ]`	說	卦	-1.580601
03 ^f	說	奧	-1.650445
03 ^l2P	說	敬語	-1.580601
03 _;CE6_	說	新臺幣	-1.612007
03 _dIFNX	說	在沒有	-1.700000
03 _dfan_	說	在過去	-1.700000
03 _dpa	說	在座	-1.650445
03 _dzh	說	在看	-1.700000
03 `_	說	速	-1.700000
03 `d	說	蔡	-1.401203
03 `l	說	興	-1.650445
03 c=	說	英	-1.580601
03 cO	說	洗	-1.554047
03 cYyf	說	檢調	-1.510756
03 cf	说	道	-1.650445
03 e1	說	挖	-1.650445
03 fc	說	切	-1.650445
03 hH	說	愁	-1.373208
03 i_	說	綠	-1.650445
03 k0	說	朱	-1.650445
03 k0	說	諸	-1.650445
03 kOVe	說	五倍	-1.700000
03 lI	說	韓	-1.700000
03 lT	說	欸	-1.580601
03 n?	說	直	-1.580601
03 p?K_	說	實務	-1.476190
03 ph	說	暗	-1.612007
03 qO	說	土	-1.612007
03 rFEi	說	違憲	-1.476190
03 rgVe	說	後備	-1.700000
03 rh	說	判	-1.650445
03 tf>J	說	要玩	-1.580601
03 tfO_	說	要附	-1.650445
03 tfWk	說	要向	-1.434648
03 tfcf	說	要到	-1.195849
03 tfec	說	要借	-1.554047
03 tfnH	說	要由	-1.401203
03 tfx@	說	要查	-1.461201
03 u?cf	說	一到	-1.700000
03 u?i_	說	一律	-1.554047
03 uK	說	龐	-1.650445
03 uh	說	蛋	-1.461201
03 v4BX	說	街口	-1.554047
03 vUci	說	北院	-1.700000
03 vh	說	碳	-1.422763
03 wI5_	說	研議	-1.580601
03 wK\0	說	房屋	-1.612007
03 x@	說	茶	-1.650445
03 xUhI	說	美男	-1.700000
03 {K	說	狼	-1.650445
03 |F	說	葵	-1.700000
03 |J0_	說	人事	-1.650445
03 }I	說	甜	-1.650445
03 }M	說	熊	-1.612007
03 }QD;?1	說	我跟她	-1.650445
03 }QWk	說	我像	-1.612007
03 }^	說	智	-1.580601
03 }iQk	說	份量	-1.650445
0303 <@	說說	吳	-1.700000
0303 ?1\y	說說	她們	-1.700000
0303 ?1nq	說說	它的	-1.434648
0303 Ib?0	說說	這支	-1.580601
0303 Kl0_	說說	正事	-1.700000
0303_` Zo	說說話	嘛	-1.650445
0303zh 91	說說看	阿	-1.612007
030> ph	說通	案	-1.700000
030_ 0i	說是	暫	-1.650445
030_ 1U	說是	採	-1.612007
030_ 2f	說是	偽	-1.580601
030_ 2f	說是	為	-1.580601
030_ 2f?1	說是	為她	-1.700000
030_ 4@	說是	惜	-1.700000
030_ 91	說是	阿	-1.476190
030_ :_	說是	第	-1.531045
030_ :h	說是	舊	-1.700000
030_ B@=_	說是	圖利	-1.650445
030_ CE	說是	臺	-1.554047
030_ CE^:	說是	臺灣	-1.382044
030_ G@|J	說是	湖人	-1.700000
030_ K_	說是	誤	-1.650445
030_ Wk	說是	像	-1.447413
030_ Ye	說是	廢	-1.612007
030_ Zo	說是	嘛	-1.700000
030_ ]O	說是	李	-1.700000
030_ _;R0	說是	新機	-1.650445
030_ `d	說是	蔡	-1.650445
030_ l0	說是	初	-1.700000
030_ o?	說是	遲	-1.612007
030_ qh	說是	半	-1.700000
030_ rFEi	說是	違憲	-1.476190
030_ tf6C	說是	要和	-1.700000
030_ u?cf	說是	一道	-1.700000
030_ x@	說是	茶	-1.700000
036C Ei	說合	憲	-1.700000
036C aJ	說和	泉	-1.700000
03:W 91	說好	阿	-1.510756
03:W p?	說好	食	-1.700000
03:W xg	說好	瘦	-1.650445
03:Wi= \Y0_	說好聽	點是	-1.531045
03;\ =M`l	說謊	成性	-1.700000
03<Ck@ 7__`	說什麼	屁話	-1.650445
03<Ck@ O1	說什麼	呀	-1.612007
03<Ck@ cY	說什麼	檢	-1.700000
03=@ A_	說不	寄	-1.700000
03=@ IXLP	說不	守法	-1.700000
03=@ U:	說不	簽	-1.700000
03=@ w[_d	說不	想再	-1.580601
03=@0> Zo	說不通	嘛	-1.612007
03=@Wl 3@	說不定	期	-1.700000
03=@Wl 91	說不定	阿	-1.580601
03=@Wl =f0_	說不定	會是	-1.510756
03=@Wl =f7f	說不定	會對	-1.612007
03=@Wl IJVO	說不定	還比	-1.580601
03=@Wl Kl0_	說不定	正是	-1.580601
03=@Wl RV	說不定	尾	-1.700000
03=@Wl TJ	說不定	原	-1.700000
03=@Wl Xi	說不定	幻	-1.612007
03=@Wl dRUO_d	說不定	可以再	-1.700000
03=@fan_ Zo	說不過去	嘛	-1.510756
03=@l0nq lI5_	說不出的	寒意	-1.650445
03=@tf _du[	說不要	再講	-1.700000
03=f A_	說會	寄	-1.554047
03=f Ei	說會	限	-1.700000
03=f K@	說會	逐	-1.700000
03=f aJ=_	說會	全力	-1.580601
03=f cf	說會	倒	-1.700000
03=f wI5_	說會	研議	-1.510756
03>E 6T	說白	姊	-1.700000
03>J 8i	說完	便	-1.114120
03>J ?1	說完	她	-1.321513
03>J Zo	說完	嘛	-1.411646
03>J ^l	說完	竟	-1.612007
03>J aJL_	說完	全不	-1.531045
03?1 08	說他	抄	-1.700000
03?1 :h	說他	救	-1.700000
03?1 =@_d	說他	不在	-1.700000
03?1 F0^=	說他	一生	-1.554047
03?1 HX	說他	醜	-1.700000
03?1 NXE<	說他	有幫	-1.700000
03?1 NXn_	說他	有去	-1.580601
03?1 UO	說他	已	-1.580601
03?1 Wk	說他	像	-1.531045
03?1 [1	說他	家	-1.510756
03?1 [1	說她	家	-1.700000
03?1 g6O_	說她	揹負	-1.401203
03?1 rFEi	說它	違憲	-1.531045
03?1 tf0=	說他	要裝	-1.700000
03?1 tf>J	說他	要玩	-1.700000
03Cb C0	說個	資	-1.476190
03Dk Cb	說上	個	-1.650445
03EE BYDk	說來	版上	-1.580601
03EE CE^:	說來	臺灣	-1.531045
03EE yS2e	說來	也怪	-1.554047
03F0L` zJ	說一下	沈	-1.700000
03FM 0_8T	說明	是寫	-1.492607
03FM 0_?1	說明	是它	-1.700000
03FM 11GK	說明	噓文	-1.700000
03FM 2f	說明	為	-1.249555
03FM 2f6[	說明	為準	-1.492607
03FM 3>	說明	供	-1.356790
03FM 6C2f	說明	何謂	-1.510756
03FM 7:	說明	單	-1.554047
03FM 8Tnq	說明	寫得	-1.476190
03FM 8W	說明	稿	-1.612007
03FM 9>yS	說明	中也	-1.700000
03FM >J	說明	完	-1.101218
